date,id,type,amount_msat,fee_credit_msat,mining_fee_sat,service_fee_msat,payment_hash,tx_id
2024-04-10T08:56:41.679Z,1a251430-53c9-4951-a4f5-a0d22a1e1bd3,lightning_received,5500000,0,0,0,1a25143053c92951e4f5a0d22a1e1bd391ea3580111ceac382fd8e57df0eea90,
2024-04-10T08:56:43.563Z,4c4df626-ccb7-4859-ae3f-c2fa899c3eda,lightning_received,1000,0,0,0,4c4df626ccb748596e3fc2fa899c3edacab6747c561c3d9d7ed6e955c2067b2e,
2024-04-10T08:56:44.134Z,8b5102da-48a8-41dc-99e7-0ba171aa36c3,lightning_received,503000,0,0,0,8b5102da48a8a1dc59e70ba171aa36c3e435916f12aec9ce1089ab23172cfd70,
2024-04-10T08:56:44.495Z,8990eafe-cac3-4a26-9731-04c989effe75,lightning_received,5000000,0,0,0,8990eafecac37a26173104c989effe7513207ff0cc11fec41029049c855ecc5c,
2024-04-10T08:58:44.996Z,cdd68911-f30f-4f6b-8c80-4b10b5cd0039,lightning_received,501000,0,0,0,cdd68911f30faf6b0c804b10b5cd0039eb2642da4892ab8aaf164b652b4bbac3,
2024-04-10T08:58:51.300Z,820500ea-92d7-4478-8287-392a5ca65c54,lightning_received,5000000,0,0,0,820500ea92d704780287392a5ca65c54b783e3e7993495f825f81c2296052968,
2024-04-10T09:00:44.451Z,fdd6b65b-8df2-4730-bb3b-77fd08769128,lightning_received,500000,0,0,0,fdd6b65b8df26730fb3b77fd08769128cba2b87f420bc0dbbd21952421d4314c,
2024-04-10T09:00:51.877Z,8c5eae9c-9ad3-405a-8dfb-fdd45e452527,lightning_received,1000,0,0,0,8c5eae9c9ad3705a0dfbfdd45e452527a8ad945a1a3e2537bac033e2bb5edf84,
2024-04-10T09:04:32.535Z,fe8d5c36-f225-43bb-bc59-74adc5ac2acc,lightning_received,5000000,0,0,0,fe8d5c36f22513bbfc5974adc5ac2acc18bbda086bdff2dac33a4e1d25c51468,
2024-04-10T09:08:14.130Z,2373d8a6-9d15-4763-8622-7dc6e4bd163e,lightning_received,1000,0,0,0,2373d8a69d15876386227dc6e4bd163ef3569cf56d5f61365f7b260e7d858ab2,
2024-04-10T09:08:26.855Z,06b3ced4-86bf-4aaa-8a34-07715d37fdb9,lightning_received,1000,0,0,0,06b3ced486bfbaaaca3407715d37fdb9dbcbf747c7ccf2a3578ddc3cb52bc2d9,
2024-04-10T09:13:20.666Z,c616610a-48fc-4400-b59d-70be1c87dafb,lightning_received,1000,0,0,0,c616610a48fc8400b59d70be1c87dafb88e1a341ddbab5fba888f793bb5fca8f,
2024-04-10T09:15:11.946Z,373aa346-2053-4a94-952d-67a13bcec5f2,lightning_received,500000,0,0,0,373aa3462053fa94552d67a13bcec5f28b9af01f84a04b3faf3d230e5fc7b37f,
2024-04-10T09:17:03.007Z,25b7a196-aaff-4aca-bd90-8ad73bebb66c,lightning_received,501000,0,0,0,25b7a196aaff5aca3d908ad73bebb66c9b0fe6201aa70f9eb7c8aca5107d4876,
2024-04-10T09:20:33.528Z,ff697041-b7a3-4153-a6db-fea6ceb8923b,lightning_received,500000,0,0,0,ff697041b7a3315366dbfea6ceb8923b61c9aa4ed99ad8c93283b20183419b1b,
2024-04-10T09:20:37.832Z,4785fc90-27e0-4cdf-9bf3-33aab040800e,lightning_received,1000,0,0,0,4785fc9027e0bcdf5bf333aab040800e6e7938a8b0658939f01acc5a7ad8253d,
2024-04-10T09:25:13.314Z,fa926d3b-aa9b-4fa9-93aa-5b0259c45d3a,lightning_received,500000,0,0,0,fa926d3baa9bbfa993aa5b0259c45d3afa54c0c5b2876c80434919b9e6402882,
2024-04-10T09:26:43.219Z,1aa76eeb-b118-4480-8e53-c119fc5efcbe,lightning_received,500000,0,0,0,1aa76eebb118b4808e53c119fc5efcbe6da759d9dfa832036c5548c361da5acc,
2024-04-10T09:28:08.803Z,9e045ce5-e30e-4d7c-b9df-19c7bc5fc0c7,lightning_received,1000,0,0,0,9e045ce5e30eed7cf9df19c7bc5fc0c75e4372c72b8995263811624a758e6721,
2024-04-10T09:29:26.805Z,e7303bb5-9508-47d0-a4f5-680458b7e2b1,lightning_received,5001000,0,0,0,e7303bb59508f7d024f5680458b7e2b1d0b22c3b5391e5280e1e1d3c7a4a682e,
2024-04-10T09:32:36.063Z,42dfa075-9e2f-4c7b-b508-fabef1b8c5ff,lightning_received,1000,0,0,0,42dfa0759e2f1c7b3508fabef1b8c5ff27996df4723c4d361594934e119528e7,
2024-04-10T09:32:40.318Z,22fb3c68-0c67-411f-8e94-4e466c990d65,lightning_received,5503000,0,0,0,22fb3c680c67d11f0e944e466c990d6534cc8df4ad245ab10274a601b9d48c83,
2024-04-10T09:32:48.045Z,578aa204-d251-4025-a6af-b4d31e508883,lightning_received,1000,0,0,0,578aa204d251c025a6afb4d31e508883d58a9736633b6b640c848f360540bb72,
2024-04-10T09:32:48.536Z,0c239987-7155-41e3-8184-ae2809d5318b,lightning_received,1000,0,0,0,0c2399877155d1e34184ae2809d5318b2c960294ea3d5b4258c3dabea544a48a,
2024-04-10T09:32:49.196Z,b7af5427-a5cf-4ac0-8842-8fc74cc07b40,lightning_received,1000,0,0,0,b7af5427a5cf6ac0c8428fc74cc07b40378b9f2152659fcb4669bbdb120a26b2,
2024-04-10T09:33:14.065Z,3d44d542-0b1b-49d5-8518-2d3a5102b1df,lightning_received,1000,0,0,0,3d44d5420b1ba9d505182d3a5102b1dfeeb0ad2d10f54f52e8f87b942603bb3f,
2024-04-10T09:33:35.823Z,3615a097-4c4c-4e46-ba09-f415b267f77b,lightning_received,500000,0,0,0,3615a0974c4c1e463a09f415b267f77b4ca6e56f7bb92d5c2ed89867bf9cffec,
2024-04-10T09:35:47.092Z,346abbcd-510c-4211-9e4d-61ebbc37a287,lightning_received,1000,0,0,0,346abbcd510cc2111e4d61ebbc37a28728f33f3ead87c5d07e3471cf8d827b79,
2024-04-10T09:36:30.178Z,614278a5-4652-49c8-9bcf-7afeab3a8700,lightning_received,2500000,0,0,0,614278a5465269c89bcf7afeab3a870067cf001cf251d1d667ac19e0b08dc005,
2024-04-10T09:40:54.699Z,9bc8c454-b5c4-4444-a0d8-3603df8fddf3,lightning_received,1000,0,0,0,9bc8c454b5c4a444e0d83603df8fddf389054b398e1ef1eb7aebc7f4110a4314,
2024-04-10T09:44:33.901Z,efeed251-cbef-46db-a44e-989d8fe57b09,legacy_pay_to_open,218312000,0,0,37189000,efeed251cbefa6db644e989d8fe57b0971f59387e6067fee8fbfafe7babc1969,d76b90e71a25547557947a23b1002cc16fb2c2549364cf0213a07326dc4515be
2024-04-10T09:45:01.659Z,42a7b222-26d3-40b9-8e26-8f5163f11526,lightning_received,1000,0,0,0,42a7b22226d300b9ce268f5163f11526c8a4d05f3fdfd6dae7fd5310b9daee8f,
2024-04-10T09:51:41.282Z,6a92b977-b17b-43ec-a7da-250c5a199e82,lightning_received,5500000,0,0,0,6a92b977b17be3ec27da250c5a199e82feec29e69388f9786a7a7dee8dbb5054,
2024-04-10T09:58:49.697Z,6a1f7d55-f6dc-49c1-9505-fef05367e09c,lightning_received,7000,0,0,0,6a1f7d55f6dc69c19505fef05367e09c5f31a3ac71673b1548f5ca996630fa20,
2024-04-10T10:02:16.500Z,1b19e15f-1e41-43f6-b00d-fb0a66ed6351,lightning_received,5000000,0,0,0,1b19e15f1e41c3f6f00dfb0a66ed6351aa11f4453039b3223e1e27d63efd03ff,
2024-04-10T10:07:49.549Z,3c0f2b9b-f81e-4862-ad67-95c6ac0ac1a3,lightning_received,1000,0,0,0,3c0f2b9bf81e6862ad6795c6ac0ac1a3e77abe728d838b9d5b69da1d47e1550d,
2024-04-10T10:07:52.829Z,ad7f44a6-9d3c-42a9-a62e-11f5944ef04f,lightning_received,500000,0,0,0,ad7f44a69d3c42a9262e11f5944ef04fba1df9692f1e0f231c4b394631d1f987,
2024-04-10T10:11:41.883Z,6e751602-6060-4d44-b1b0-6e412b5e34f6,lightning_received,1500000,0,0,0,6e75160260604d4431b06e412b5e34f67cde344dcc03aa7b4a8aa11c9302e8f4,
2024-04-10T10:11:56.292Z,53daa453-737d-4729-8ffa-b4edb455ea77,lightning_received,1000,0,0,0,53daa453737d57298ffab4edb455ea772e56287857f42c648bcc69af102f0a71,
2024-04-10T10:14:24.121Z,dc3836ea-60b9-4659-b97e-4df691d7ab9d,lightning_received,1000,0,0,0,dc3836ea60b93659397e4df691d7ab9d89723bc81786f232fb0ed276aa7b53b8,
2024-04-10T10:19:50.286Z,fce71a07-dac8-4516-8cde-44a6ce477d10,lightning_received,1000,0,0,0,fce71a07dac805168cde44a6ce477d109ea90e2309e1c0c24e4fb652a70941b1,
2024-04-10T10:19:50.509Z,628ee59a-2cd9-4768-8eea-4754b79a33cb,lightning_received,1000,0,0,0,628ee59a2cd92768ceea4754b79a33cb05da86dd13322a7d9ef1806209446f73,
2024-04-10T10:19:58.132Z,938e78be-2833-4d0b-8b71-da6d58ea2a37,lightning_received,1000,0,0,0,938e78be2833ed0b4b71da6d58ea2a371faedb2b2ea1663c34b84b47e9767bfa,
2024-04-10T10:21:48.568Z,a40d696a-7133-42b7-acfc-3480a782a3f4,lightning_received,500000,0,0,0,a40d696a713312b76cfc3480a782a3f4beb5f121bbf28fbd61b4388491e308b3,
2024-04-10T10:25:27.662Z,52299fd0-e01c-4365-a682-4b094fbea5d8,lightning_received,500000,0,0,0,52299fd0e01c1365e6824b094fbea5d80407345c10011e1745f6b137840d225b,
2024-04-10T10:27:24.451Z,ae1c198f-7512-47e4-8b43-ea4f614c8383,lightning_received,5000000,0,0,0,ae1c198f751247e40b43ea4f614c83830a9c5a710c9e495cbbb73772edb0b2c2,
2024-04-10T10:32:15.654Z,5dae0467-a8bd-42b6-9b4d-df922e24d183,lightning_received,1000,0,0,0,5dae0467a8bdc2b69b4ddf922e24d1830e5f90ef3d2b43ed85d7de53efb25a3f,
2024-04-10T10:32:20.199Z,db0e9e80-8d6e-4cf5-bcd3-e3f807417590,lightning_received,1000,0,0,0,db0e9e808d6e4cf53cd3e3f807417590039d73ac37a48c8255834e5b6460fa45,
2024-04-10T10:33:42.472Z,459c551c-aaf7-47d0-98fc-9920109df8b4,lightning_received,1000,0,0,0,459c551caaf7a7d058fc9920109df8b45927e7eeedc076bbff73bf416e3584f3,
2024-04-10T10:34:33.466Z,71cdd589-8583-42a3-b918-1fdc3ed75ebc,lightning_received,5501000,0,0,0,71cdd5898583a2a3b9181fdc3ed75ebcccbff18165ad894b0dbfbc7961c46877,
2024-04-10T10:39:33.687Z,ac50e22f-57ad-4b00-999d-fe5fa8beb974,lightning_received,500000,0,0,0,ac50e22f57ad6b00199dfe5fa8beb97471824ea34e7b573fcd1b98aa5f2cb1fe,
2024-04-10T10:40:55.506Z,6c5318bb-8610-4655-b33c-cfb748cd705a,lightning_received,1000000,0,0,0,6c5318bb8610e655f33ccfb748cd705a58e43005af4eca6160f42fa256d998cc,
2024-04-10T10:42:54.456Z,36f92264-3fd1-465d-baad-ecb3d4421d26,lightning_received,1000,0,0,0,36f922643fd1f65d7aadecb3d4421d26fdb17f962c759e0c6d3916cc97358fc2,
2024-04-10T10:47:30.614Z,6c4d2567-71ba-42f4-804f-cbf4fee0e0b7,lightning_received,1000,0,0,0,6c4d256771baa2f4804fcbf4fee0e0b7e0fbb9292bbcfcdb29ef4faecfe076ab,
2024-04-10T10:51:44.499Z,0a38608e-6b9d-4c55-809b-ba36f61ce45a,lightning_received,1000,0,0,0,0a38608e6b9d3c55409bba36f61ce45a65b7d867a1ce496f79ea46122db47c7d,
2024-04-10T13:06:42.409Z,471a48fd-ce2f-4cfb-bbb2-2faf773091d9,lightning_received,1000,0,0,0,471a48fdce2f1cfb7bb22faf773091d90669216fdd0b82191127da469fd62a95,
2024-04-10T13:09:38.692Z,ee15f10a-f23f-4168-a953-ce94cf109427,lightning_received,501000,0,0,0,ee15f10af23f81682953ce94cf1094271ec8b66f120347ed01b671121a24c8d2,
2024-04-10T13:10:23.127Z,a730ea5f-894b-4071-afab-269578811dc9,lightning_received,500000,0,0,0,a730ea5f894b10716fab269578811dc9c496d163b0279cfdcc1d84d497ba0a7a,
2024-04-10T14:59:24.648Z,60954eb8-1e53-4134-881b-2224f3a97305,lightning_received,250500000,0,0,0,60954eb81e53b134481b2224f3a97305f16bfbb15cdb4212bdcd96661d6ce08d,
2024-04-10T15:05:48.733Z,53d0952e-81ae-4569-9d73-2fb019183205,lightning_received,500000,0,0,0,53d0952e81aee5695d732fb0191832050a60ce2332cdacbacbfb5caedf04e632,
2024-04-10T19:12:43.806Z,f6396c5f-c1f3-476f-9cf9-11653b420f48,lightning_received,501000,0,0,0,f6396c5fc1f3376fdcf911653b420f482476862f0bd4b56b2af743cc831d3fc8,
2024-04-11T10:35:31.358Z,7d7cbeda-27fe-4de5-961a-5f2aebf69f8e,lightning_received,1000,0,0,0,7d7cbeda27fe0de5d61a5f2aebf69f8e6f94c1fdd31c2dfc88fcfe9feaa604f9,
2024-04-11T14:25:58.539Z,434a4eff-81be-48b9-bc45-f1d374b5898b,lightning_received,1000,0,0,0,434a4eff81be58b9bc45f1d374b5898bdc8e3fc883a92e7c0e47ff5e8ba1360f,
2024-04-12T11:40:21.559Z,2969345f-5680-4c84-942e-edcd7b9b7221,lightning_received,500000,0,0,0,2969345f5680ac84d42eedcd7b9b722169f65ef6d50e801bd29187a50055f6a7,
2024-04-14T23:00:59.498Z,53810546-e5e3-487b-ba6f-0f8b7d76f77f,lightning_received,1000,0,0,0,53810546e5e3f87b3a6f0f8b7d76f77f35bd89ea55d4b623e1ccba20cf91bf95,
2024-04-15T04:57:32.884Z,bf552dc1-1e9b-4f60-b1e8-79245bcae11d,lightning_received,500000,0,0,0,bf552dc11e9b6f6031e879245bcae11d4cc93d5463308dc63f8f9490511262ae,
2024-04-15T15:39:28.842Z,b5df3173-a7b7-4567-8e08-2a60bfd1b72b,lightning_received,5000000,0,0,0,b5df3173a7b7e567ce082a60bfd1b72b37b490118dfb0333876cc9e0e6847335,
2024-04-15T16:34:18.397Z,b13d644c-a0d1-4540-89fa-290b71afd508,lightning_received,1000,0,0,0,b13d644ca0d1f54089fa290b71afd508411a390a888fe1810ad4b37517f9f84f,
2024-04-15T19:23:45.495Z,89021e9e-2c73-432e-b61b-5dec5d6e9e2b,lightning_received,1000,0,0,0,89021e9e2c73632ef61b5dec5d6e9e2bfd43b53e4d6f185ca6e26ed901ae2f1f,
2024-04-15T19:42:48.364Z,ff5c3efd-83eb-429d-a30c-388e3893e79d,lightning_received,500000,0,0,0,ff5c3efd83ebe29de30c388e3893e79dd34ce830a94ec927dc3805b7685fa24a,
2024-04-16T08:53:11.255Z,ec04ca25-f50a-4a87-bfbe-66ae6edc25e2,lightning_received,1000,0,0,0,ec04ca25f50aea877fbe66ae6edc25e26649f71dc7c5e1a41f67e476ee481845,
2024-04-16T08:53:32.178Z,0a800f7d-a973-44ca-9e38-3467a49c9c2a,lightning_received,1000,0,0,0,0a800f7da973f4ca5e383467a49c9c2afcd84c13db62e546a6103d4c957b6fb8,
2024-04-16T17:17:42.336Z,f8ee2737-493d-48c9-a5c1-1190f911c788,lightning_received,500000,0,0,0,f8ee2737493d98c925c11190f911c7885d3022e5d92c6a6adc52307a3e0686b6,
2024-04-17T04:32:03.533Z,e2482cdf-5ab7-496f-8702-827ba62fc7f8,lightning_received,1000,0,0,0,e2482cdf5ab7696f0702827ba62fc7f86a7a8f8127890bb3a2e78f6dd542d387,
2024-04-17T05:08:13.088Z,16fba53c-0779-47f5-9d02-2f07cb79f5d0,lightning_received,2000,0,0,0,16fba53c0779b7f5dd022f07cb79f5d012d26884e07ab9b53aca4d7d8ecec09a,
2024-04-17T07:59:59.874Z,e33582f0-6c39-4702-bc47-31682f5b6375,lightning_received,1000,0,0,0,e33582f06c397702bc4731682f5b637506852623dd2f5d9413f6fac2ed3e963a,
2024-04-17T08:07:14.269Z,0cc2aedb-a072-430f-809d-79a1bc0aa45f,lightning_received,5501000,0,0,0,0cc2aedba072c30f409d79a1bc0aa45ffc9eb3402869addfb5cd652a50753de7,
2024-04-17T08:48:42.784Z,aade050b-58cb-499e-9c5b-03fadd7a1562,lightning_received,1000,0,0,0,aade050b58cb099edc5b03fadd7a1562117e08c9d37cad618cd5a93d5ef0aeda,
2024-04-17T08:52:19.222Z,9b9641eb-4df8-46e0-b705-3092f8b19771,lightning_received,1000,0,0,0,9b9641eb4df806e077053092f8b19771194b068db5ecaf4d172d929464cf032a,
2024-04-17T08:52:38.877Z,4f091144-2c89-4acd-96bc-6b7074af312c,lightning_received,1000,0,0,0,4f0911442c894acd96bc6b7074af312c71f7cb8374460493f4bf4b975dad93e2,
2024-04-17T19:30:09.037Z,d56e7701-63c6-4833-8e37-97acb1f3427f,lightning_received,1000,0,0,0,d56e770163c628338e3797acb1f3427f41f123f000b57c47506c4e7f5a1b4b18,
2024-04-18T11:26:03.462Z,dd73e615-f39c-4388-b54b-f93244ea5493,lightning_received,10000000,0,0,0,dd73e615f39c6388b54bf93244ea54932409443197cf2b3e81ccbd1c7e11a5f8,
2024-04-18T11:27:51.350Z,fbd1722a-43f5-4ffe-98c0-81116aed6fcd,lightning_received,10000000,0,0,0,fbd1722a43f51ffed8c081116aed6fcd3be094f715fee40ee6269f745e02c770,
2024-04-18T11:48:58.924Z,8f217d96-06e1-46da-a462-7bd8a0ba44a7,lightning_received,500000,0,0,0,8f217d9606e166dae4627bd8a0ba44a766770542b02beb4960f16f3999748fc5,
2024-04-18T11:50:18.054Z,503516d3-ebae-411f-80b7-fba1dd6c4064,lightning_received,10000000,0,0,0,503516d3ebae811f40b7fba1dd6c4064c2631b458f35eb119c6022090b39ebf5,
2024-04-18T12:04:44.782Z,25d4b329-05d3-4c33-9403-02c716ad5a91,lightning_received,1000,0,0,0,25d4b32905d32c33940302c716ad5a9179bbb36d6746644335821cbc15c76a89,
2024-04-18T17:33:05.494Z,68ffcb9e-500b-423b-989b-f69771f27520,lightning_received,5000000,0,0,0,68ffcb9e500bd23b589bf69771f275207465d86b6c9ae2df6cbef348850f5f1b,
2024-04-19T05:20:37.265Z,3ca6c7d8-efac-402c-9cfb-b643c5583e7f,lightning_received,16505000,0,0,0,3ca6c7d8efacd02c9cfbb643c5583e7f52c275048aaaebe9ef07fed1318288cd,
2024-04-19T10:40:53.481Z,3a1239aa-a209-4014-8de8-3e059cd811ec,lightning_received,5000000,0,0,0,3a1239aaa20990148de83e059cd811ecbc783932e4b3db3b56d822a7b9635c6e,
2024-04-19T11:05:17.236Z,8d7fd608-3db2-40b5-8654-f3d84ca29d58,lightning_received,1000,0,0,0,8d7fd6083db2f0b5c654f3d84ca29d587bb4bcadbebf4755ab03804fa20d20c6,
2024-04-20T06:25:04.560Z,f8d75110-f0cf-4c30-be63-138790a75a16,lightning_received,500000,0,0,0,f8d75110f0cfec303e63138790a75a166a4409d997a015e911deeee4b6271ae7,
2024-04-20T15:03:20.515Z,15f80228-e462-4a87-a713-1d68d847aab5,lightning_received,10000000,0,0,0,15f80228e462ba8767131d68d847aab5791bc6b5bdaf6256951acefbfa6b424d,
2024-04-20T15:06:33.362Z,ede2211e-3080-4b1f-904d-1b673d04899d,lightning_received,6001000,0,0,0,ede2211e3080eb1f104d1b673d04899da70c3f7ffa8b57e528d6e5f1ff552f53,
2024-04-20T19:43:08.316Z,93f17c67-e923-4c13-a81b-27449321d22b,lightning_received,1000000,0,0,0,93f17c67e923fc13a81b27449321d22b9c62020b09c6acb3f7e4b6f8decfb682,
2024-04-22T17:10:55.186Z,0f8ce4b1-cc10-4397-8e30-eae674d504be,lightning_received,1000,0,0,0,0f8ce4b1cc10b3970e30eae674d504be0b33f76c9edb105e58532ac1a28d8b85,
2024-04-22T17:51:49.549Z,e04a1e81-5d87-43be-a80f-cd0f69a5e380,lightning_received,500000,0,0,0,e04a1e815d8763be680fcd0f69a5e3806372e81501989ca1ccc390e6a0475671,
2024-04-23T09:47:35.629Z,4e6fe9f8-ae80-470f-b28d-1a2d20ad9e4a,lightning_received,1000,0,0,0,4e6fe9f8ae80c70f728d1a2d20ad9e4a07ac939e548b59700db30c6f11aa0285,
2024-04-23T12:57:33.938Z,9c3f4725-c1cd-4002-82c7-2d4d7af79c05,lightning_received,5009000,0,0,0,9c3f4725c1cd900202c72d4d7af79c05f4a437ab5fa98a713aa31b2c12825a20,
2024-04-25T15:47:48.576Z,5642f979-65c5-4c41-9057-df996d29d723,lightning_received,5000000,0,0,0,5642f97965c54c41d057df996d29d7230383fabb7a093a8f632d185e9e57315f,
2024-04-25T15:49:35.283Z,c7c6aaf4-eb4f-4ece-b5e3-924335f3e15e,lightning_received,1000,0,0,0,c7c6aaf4eb4f2eceb5e3924335f3e15ef7663f569cafa3d43f81d168741c1787,
2024-04-25T15:49:50.128Z,6d5b14f4-6396-4f02-ac31-b30805ec2cee,lightning_received,1000,0,0,0,6d5b14f463965f026c31b30805ec2cee7eca8f345e9b9b6cf33014714969da1e,
2024-04-25T18:03:11.437Z,4894e107-a4a4-404d-b2cb-7e3c150010f1,lightning_received,501000,0,0,0,4894e107a4a4b04d32cb7e3c150010f174c53689e9824be0856064e37e09b370,
2024-05-01T13:38:52.447Z,e3eca208-8209-4f59-ade3-d76471576fdc,lightning_received,500000,0,0,0,e3eca2088209cf596de3d76471576fdc76e55b40d1d0847d959b4b7109008b4f,
2024-05-02T09:18:30.409Z,1ebe8bea-eef9-4bc2-83aa-abe04638f239,lightning_received,500000,0,0,0,1ebe8beaeef9bbc2c3aaabe04638f23974a128b080575de4f90a9005a8cf6c1c,
2024-05-03T08:42:27.809Z,5b09acaf-abd7-4c04-92bc-9fef2a165ffc,lightning_received,1000,0,0,0,5b09acafabd7cc04d2bc9fef2a165ffc3b05dc6233ec9c6aae0208a54d0700a5,
2024-05-03T09:21:28.649Z,1c586d07-784f-4b2d-938b-1ecd1c5e053a,lightning_received,1000,0,0,0,1c586d07784f6b2d538b1ecd1c5e053a6719124d5c91cb6ef24dbe4b7cdda980,
2024-05-03T13:28:00.080Z,ccd417f0-fcbe-4484-9a6a-db6e70ff3e3f,lightning_received,2000,0,0,0,ccd417f0fcbea4841a6adb6e70ff3e3fc24db8dbb939429c91c357cb4f5bb5c0,
2024-05-03T13:29:04.136Z,65fe3eb7-2ab7-4795-a90a-7efe216deef6,lightning_received,2000,0,0,0,65fe3eb72ab72795690a7efe216deef68817c58bb4b93bc30b02ff67c324ccb7,
2024-05-03T13:29:15.753Z,a480d6b9-0353-4e53-9304-38eab3a0e613,lightning_received,3000,0,0,0,a480d6b903536e53d30438eab3a0e61319485a1804ba619567022ffa83aaac2a,
2024-05-03T14:39:35.446Z,09054bcd-c01d-41d6-b707-6361c39a31cf,lightning_received,500000,0,0,0,09054bcdc01db1d637076361c39a31cffbd1448d463e38f4e90e1324fa93c41d,
2024-05-03T17:18:18.764Z,2ef0471d-149f-42c0-87e4-8ca8bbf60b76,lightning_received,1000,0,0,0,2ef0471d149fa2c007e48ca8bbf60b76bfe89024142a8dd290c2f87d7bf28f22,
2024-05-03T18:10:30.390Z,7d4d9e17-e7a0-438f-a308-c9677ed96b39,lightning_received,5000000,0,0,0,7d4d9e17e7a0238fa308c9677ed96b39d1ecf147c84b0c6f9b47588dfab8d2fd,
2024-05-03T20:36:38.316Z,55d63073-210e-415a-9640-7d8db58bda22,lightning_received,1500000,0,0,0,55d63073210e015ad6407d8db58bda2225271cb0ce2a73d9a1002f943a573308,
2024-05-04T18:11:31.438Z,bbe043f0-b75a-4436-94e5-9ddf3ef12880,lightning_received,1000,0,0,0,bbe043f0b75ae43614e59ddf3ef128804efd8143c91e268666b6a99564d308cf,
2024-05-04T21:35:28.724Z,5a8b2597-e5e3-4076-855f-1bbe0c0992e0,lightning_received,1000,0,0,0,5a8b2597e5e31076455f1bbe0c0992e0dc65e29a5948b0a431e66a8f0299b687,
2024-05-06T10:58:55.506Z,e91bbed9-d1d4-4801-b80f-41cb6de58ee9,lightning_received,1000,0,0,0,e91bbed9d1d48801780f41cb6de58ee90f6d52116dabeeb433142d8ffd4a736e,
2024-05-06T12:17:11.285Z,97de17fb-c59d-42a3-82b6-3ca8fda63fcd,lightning_received,1000,0,0,0,97de17fbc59da2a342b63ca8fda63fcdf04182c5dc69b22eab96dc4dcbf876ff,
2024-05-06T12:23:35.509Z,f029cc13-de4c-4ca4-836b-600460257ec4,lightning_received,5000000,0,0,0,f029cc13de4caca4836b600460257ec40515bd71d7f5fe3a577d97f0dce91b12,
2024-05-06T12:24:21.670Z,ac670e59-b1aa-4b0b-81b5-2d59b8a4e9f0,lightning_received,20000000,0,0,0,ac670e59b1aa9b0b41b52d59b8a4e9f0736f34467641bd27e31712fa55c10ffe,
2024-05-06T12:29:27.668Z,cb757f18-e2c6-4d70-810d-f43856c60c0e,lightning_received,25000000,0,0,0,cb757f18e2c64d70810df43856c60c0e807d2a1175187c7ae9d8b355a5638df1,
2024-05-06T13:17:20.450Z,ba10a98a-0a6b-4204-9fd2-3aebe2b23058,lightning_received,1000,0,0,0,ba10a98a0a6bc204dfd23aebe2b2305870d9d54839cc9623a51b21c02f4b04c7,
2024-05-06T13:42:31.532Z,04fc12c1-4bb3-4c3f-9835-6d9b75c34b34,lightning_received,1000,0,0,0,04fc12c14bb31c3fd8356d9b75c34b340de100bb48b273d0dfc38ee74373e884,
2024-05-06T13:43:35.120Z,ef5d3b13-23ab-4afa-babc-36d2b79d9c12,lightning_received,500000,0,0,0,ef5d3b1323ab7afababc36d2b79d9c1207087bc0ddf0ae278b97979cde1a1309,
2024-05-06T15:41:57.671Z,c4d32a7f-57a0-4af8-9abf-7683525dd1cb,lightning_received,2000,0,0,0,c4d32a7f57a04af8dabf7683525dd1cbd41cd0f68dc802a5fccc3162def151ef,
2024-05-06T19:33:42.323Z,69ea8955-a0dd-4623-b732-7c5b57fad553,lightning_received,1000,0,0,0,69ea8955a0dd862337327c5b57fad55389ec1bc4e5a6fd743d7df430afc5d344,
2024-05-06T20:04:10.405Z,f6aed7c4-e048-4f6b-8c17-7c612b542de5,lightning_received,1000,0,0,0,f6aed7c4e048af6b0c177c612b542de52e5fe3091203893f5d4cfbef3b4bc3c6,
2024-05-06T20:04:37.909Z,b547f70b-56fe-438e-ba1c-a4001aa88195,lightning_received,505000,0,0,0,b547f70b56fed38e7a1ca4001aa88195e352db8336f5eac72eea9588bb535fc4,
2024-05-06T20:05:18.913Z,930c7f6d-8e0d-4d9c-985a-8e0a46327b68,lightning_received,500000,0,0,0,930c7f6d8e0ded9c585a8e0a46327b68261e25b317738e914423222fe1a988ec,
2024-05-06T20:05:55.575Z,dfd02659-9885-4e0a-baab-7b47d070a02f,lightning_received,1002000,0,0,0,dfd0265998858e0a3aab7b47d070a02ff6af6f3f3d71038f71ed62610bcf5b52,
2024-05-06T20:07:13.007Z,f060b2af-3180-420c-bbae-9673ef48789f,lightning_received,1000000,0,0,0,f060b2af3180420cfbae9673ef48789ffd7531651127f574460dfc4331742b21,
2024-05-06T20:07:51.763Z,b47b9981-e36b-4820-b622-05285d218445,lightning_received,5000000,0,0,0,b47b9981e36ba820b62205285d218445f733f64a519a8df213d657cb7e35c3ff,
2024-05-07T12:20:46.355Z,11b20eda-28c5-41a8-8ac8-794ee39f5e35,lightning_received,1000,0,0,0,11b20eda28c5b1a84ac8794ee39f5e35832b62044ed13f271e0b854d114f14f6,
2024-05-07T12:21:20.639Z,478cc190-501d-495c-8c43-a10cf5c4dce7,lightning_received,500000,0,0,0,478cc190501d595c4c43a10cf5c4dce7233037688826b220cfca732dcd10d9a7,
